yil,sinav,ders,soru_no,cevap
2020,TYT,Matematik,1,C
2020,TYT,Matematik,2,C
2020,TYT,Matematik,3,A
2020,TYT,Matematik,4,D
2020,TYT,Matematik,5,C
2020,TYT,Matematik,6,D
2020,TYT,Matematik,7,E
2020,TYT,Matematik,8,D
2020,TYT,Matematik,9,B
2020,TYT,Matematik,10,A
2020,TYT,Matematik,11,A
2020,TYT,Matematik,12,B
2020,TYT,Matematik,13,B
2020,TYT,Matematik,14,A
2020,TYT,Matematik,15,B
2020,TYT,Matematik,16,E
2020,TYT,Matematik,17,C
2020,TYT,Matematik,18,A
2020,TYT,Matematik,19,D
2020,TYT,Matematik,20,C
2020,TYT,Matematik,21,D
2020,TYT,Matematik,22,C
2020,TYT,Matematik,23,B
2020,TYT,Matematik,24,C
2020,TYT,Matematik,25,E
2020,TYT,Matematik,26,E
2020,TYT,Matematik,27,E
2020,TYT,Matematik,28,D
2020,TYT,Matematik,29,B
2020,TYT,Matematik,30,B
2020,TYT,Matematik,31,D
2020,TYT,Matematik,32,C
2020,TYT,Matematik,33,A
2020,TYT,Matematik,34,D
2020,TYT,Matematik,35,E
2020,TYT,Matematik,36,C
2020,TYT,Matematik,37,C
2020,TYT,Matematik,38,B
2020,TYT,Matematik,39,A
2020,TYT,Matematik,40,E
2020,TYT,Fen,1,B
2020,TYT,Fen,2,E
2020,TYT,Fen,3,A
2020,TYT,Fen,4,A
2020,TYT,Fen,5,D
2020,TYT,Fen,6,D
2020,TYT,Fen,7,C
2020,TYT,Fen,8,C
2020,TYT,Fen,9,E
2020,TYT,Fen,10,A
2020,TYT,Fen,11,C
2020,TYT,Fen,12,C
2020,TYT,Fen,13,A
2020,TYT,Fen,14,B
2020,TYT,Fen,15,D
2020,TYT,Fen,16,E
2020,TYT,Fen,17,C
2020,TYT,Fen,18,E
2020,TYT,Fen,19,C
2020,TYT,Fen,20,E
2020,TYT,Sosyal,1,E
2020,TYT,Sosyal,2,E
2020,TYT,Sosyal,3,B
2020,TYT,Sosyal,4,D
2020,TYT,Sosyal,5,C
2020,TYT,Sosyal,6,B
2020,TYT,Sosyal,7,A
2020,TYT,Sosyal,8,D
2020,TYT,Sosyal,9,D
2020,TYT,Sosyal,10,C
2020,TYT,Sosyal,11,E
2020,TYT,Sosyal,12,C
2020,TYT,Sosyal,13,B
2020,TYT,Sosyal,14,E
2020,TYT,Sosyal,15,D
2020,TYT,Sosyal,16,B
2020,TYT,Sosyal,17,A
2020,TYT,Sosyal,18,C
2020,TYT,Sosyal,19,D
2020,TYT,Sosyal,20,B
2020,TYT,Sosyal,21,D
2020,TYT,Sosyal,22,C
2020,TYT,Sosyal,23,A
2020,TYT,Sosyal,24,E
2020,TYT,Sosyal,25,A
2020,TYT,Türkçe,1,B
2020,TYT,Türkçe,2,E
2020,TYT,Türkçe,3,A
2020,TYT,Türkçe,4,C
2020,TYT,Türkçe,5,A
2020,TYT,Türkçe,6,D
2020,TYT,Türkçe,7,E
2020,TYT,Türkçe,8,E
2020,TYT,Türkçe,9,A
2020,TYT,Türkçe,10,D
2020,TYT,Türkçe,11,B
2020,TYT,Türkçe,12,E
2020,TYT,Türkçe,13,A
2020,TYT,Türkçe,14,E
2020,TYT,Türkçe,15,B
2020,TYT,Türkçe,16,C
2020,TYT,Türkçe,17,B
2020,TYT,Türkçe,18,C
2020,TYT,Türkçe,19,A
2020,TYT,Türkçe,20,D
2020,TYT,Türkçe,21,B
2020,TYT,Türkçe,22,E
2020,TYT,Türkçe,23,D
2020,TYT,Türkçe,24,B
2020,TYT,Türkçe,25,E
2020,TYT,Türkçe,26,D
2020,TYT,Türkçe,27,C
2020,TYT,Türkçe,28,A
2020,TYT,Türkçe,29,C
2020,TYT,Türkçe,30,A
2020,TYT,Türkçe,31,B
2020,TYT,Türkçe,32,C
2020,TYT,Türkçe,33,D
2020,TYT,Türkçe,34,B
2020,TYT,Türkçe,35,C
2020,TYT,Türkçe,36,D
2020,TYT,Türkçe,37,E
2020,TYT,Türkçe,38,B
2020,TYT,Türkçe,39,C
2020,TYT,Türkçe,40,D
