yil,sinav,ders,soru_no,cevap
2022,TYT,Matematik,1,A
2022,TYT,Matematik,2,B
2022,TYT,Matematik,3,C
2022,TYT,Matematik,4,C
2022,TYT,Matematik,5,E
2022,TYT,Matematik,6,D
2022,TYT,Matematik,7,E
2022,TYT,Matematik,8,B
2022,TYT,Matematik,9,D
2022,TYT,Matematik,10,C
2022,TYT,Matematik,11,D
2022,TYT,Matematik,12,B
2022,TYT,Matematik,13,D
2022,TYT,Matematik,14,B
2022,TYT,Matematik,15,D
2022,TYT,Matematik,16,E
2022,TYT,Matematik,17,C
2022,TYT,Matematik,18,C
2022,TYT,Matematik,19,B
2022,TYT,Matematik,20,E
2022,TYT,Matematik,21,A
2022,TYT,Matematik,22,C
2022,TYT,Matematik,23,E
2022,TYT,Matematik,24,D
2022,TYT,Matematik,25,B
2022,TYT,Matematik,26,A
2022,TYT,Matematik,27,E
2022,TYT,Matematik,28,D
2022,TYT,Matematik,29,A
2022,TYT,Matematik,30,B
2022,TYT,Matematik,31,D
2022,TYT,Matematik,32,A
2022,TYT,Matematik,33,B
2022,TYT,Matematik,34,B
2022,TYT,Matematik,35,C
2022,TYT,Matematik,36,E
2022,TYT,Matematik,37,B
2022,TYT,Matematik,38,C
2022,TYT,Matematik,39,E
2022,TYT,Matematik,40,C
2022,TYT,Fen,1,B
2022,TYT,Fen,2,E
2022,TYT,Fen,3,E
2022,TYT,Fen,4,A
2022,TYT,Fen,5,E
2022,TYT,Fen,6,D
2022,TYT,Fen,7,A
2022,TYT,Fen,8,A
2022,TYT,Fen,9,C
2022,TYT,Fen,10,A
2022,TYT,Fen,11,C
2022,TYT,Fen,12,C
2022,TYT,Fen,13,B
2022,TYT,Fen,14,D
2022,TYT,Fen,15,E
2022,TYT,Fen,16,D
2022,TYT,Fen,17,D
2022,TYT,Fen,18,B
2022,TYT,Fen,19,C
2022,TYT,Fen,20,E
2022,TYT,Sosyal,1,C
2022,TYT,Sosyal,2,C
2022,TYT,Sosyal,3,E
2022,TYT,Sosyal,4,C
2022,TYT,Sosyal,5,E
2022,TYT,Sosyal,6,A
2022,TYT,Sosyal,7,C
2022,TYT,Sosyal,8,B
2022,TYT,Sosyal,9,E
2022,TYT,Sosyal,10,D
2022,TYT,Sosyal,11,D
2022,TYT,Sosyal,12,D
2022,TYT,Sosyal,13,E
2022,TYT,Sosyal,14,B
2022,TYT,Sosyal,15,C
2022,TYT,Sosyal,16,D
2022,TYT,Sosyal,17,D
2022,TYT,Sosyal,18,B
2022,TYT,Sosyal,19,A
2022,TYT,Sosyal,20,E
2022,TYT,Sosyal,21,E
2022,TYT,Sosyal,22,B
2022,TYT,Sosyal,23,B
2022,TYT,Sosyal,24,C
2022,TYT,Sosyal,25,A
2022,TYT,Türkçe,1,A
2022,TYT,Türkçe,2,B
2022,TYT,Türkçe,3,A
2022,TYT,Türkçe,4,C
2022,TYT,Türkçe,5,C
2022,TYT,Türkçe,6,D
2022,TYT,Türkçe,7,C
2022,TYT,Türkçe,8,E
2022,TYT,Türkçe,9,B
2022,TYT,Türkçe,10,D
2022,TYT,Türkçe,11,D
2022,TYT,Türkçe,12,C
2022,TYT,Türkçe,13,A
2022,TYT,Türkçe,14,D
2022,TYT,Türkçe,15,B
2022,TYT,Türkçe,16,D
2022,TYT,Türkçe,17,A
2022,TYT,Türkçe,18,A
2022,TYT,Türkçe,19,E
2022,TYT,Türkçe,20,B
2022,TYT,Türkçe,21,E
2022,TYT,Türkçe,22,A
2022,TYT,Türkçe,23,A
2022,TYT,Türkçe,24,D
2022,TYT,Türkçe,25,E
2022,TYT,Türkçe,26,B
2022,TYT,Türkçe,27,D
2022,TYT,Türkçe,28,A
2022,TYT,Türkçe,29,B
2022,TYT,Türkçe,30,C
2022,TYT,Türkçe,31,B
2022,TYT,Türkçe,32,A
2022,TYT,Türkçe,33,B
2022,TYT,Türkçe,34,E
2022,TYT,Türkçe,35,C
2022,TYT,Türkçe,36,D
2022,TYT,Türkçe,37,E
2022,TYT,Türkçe,38,A
2022,TYT,Türkçe,39,C
2022,TYT,Türkçe,40,B
