yil,sinav,ders,soru_no,cevap
2024,TYT,Matematik,1,A
2024,TYT,Matematik,2,E
2024,TYT,Matematik,3,A
2024,TYT,Matematik,4,D
2024,TYT,Matematik,5,C
2024,TYT,Matematik,6,B
2024,TYT,Matematik,7,D
2024,TYT,Matematik,8,A
2024,TYT,Matematik,9,C
2024,TYT,Matematik,10,B
2024,TYT,Matematik,11,E
2024,TYT,Matematik,12,A
2024,TYT,Matematik,13,E
2024,TYT,Matematik,14,B
2024,TYT,Matematik,15,D
2024,TYT,Matematik,16,A
2024,TYT,Matematik,17,C
2024,TYT,Matematik,18,C
2024,TYT,Matematik,19,B
2024,TYT,Matematik,20,D
2024,TYT,Matematik,21,E
2024,TYT,Matematik,22,C
2024,TYT,Matematik,23,B
2024,TYT,Matematik,24,A
2024,TYT,Matematik,25,C
2024,TYT,Matematik,26,B
2024,TYT,Matematik,27,E
2024,TYT,Matematik,28,B
2024,TYT,Matematik,29,E
2024,TYT,Matematik,30,B
2024,TYT,Matematik,31,D
2024,TYT,Matematik,32,E
2024,TYT,Matematik,33,C
2024,TYT,Matematik,34,A
2024,TYT,Matematik,35,D
2024,TYT,Matematik,36,D
2024,TYT,Matematik,37,A
2024,TYT,Matematik,38,E
2024,TYT,Matematik,39,B
2024,TYT,Matematik,40,C
2024,TYT,Fen,1,E
2024,TYT,Fen,2,A
2024,TYT,Fen,3,D
2024,TYT,Fen,4,B
2024,TYT,Fen,5,E
2024,TYT,Fen,6,A
2024,TYT,Fen,7,D
2024,TYT,Fen,8,B
2024,TYT,Fen,9,D
2024,TYT,Fen,10,C
2024,TYT,Fen,11,A
2024,TYT,Fen,12,D
2024,TYT,Fen,13,B
2024,TYT,Fen,14,E
2024,TYT,Fen,15,B
2024,TYT,Fen,16,D
2024,TYT,Fen,17,A
2024,TYT,Fen,18,E
2024,TYT,Fen,19,C
2024,TYT,Fen,20,E
2024,TYT,Sosyal,1,D
2024,TYT,Sosyal,2,E
2024,TYT,Sosyal,3,E
2024,TYT,Sosyal,4,C
2024,TYT,Sosyal,5,B
2024,TYT,Sosyal,6,B
2024,TYT,Sosyal,7,C
2024,TYT,Sosyal,8,A
2024,TYT,Sosyal,9,D
2024,TYT,Sosyal,10,C
2024,TYT,Sosyal,11,B
2024,TYT,Sosyal,12,D
2024,TYT,Sosyal,13,D
2024,TYT,Sosyal,14,E
2024,TYT,Sosyal,15,B
2024,TYT,Sosyal,16,A
2024,TYT,Sosyal,17,C
2024,TYT,Sosyal,18,E
2024,TYT,Sosyal,19,D
2024,TYT,Sosyal,20,A
2024,TYT,Sosyal,21,E
2024,TYT,Sosyal,22,A
2024,TYT,Sosyal,23,C
2024,TYT,Sosyal,24,C
2024,TYT,Sosyal,25,A
2024,TYT,Türkçe,1,B
2024,TYT,Türkçe,2,A
2024,TYT,Türkçe,3,A
2024,TYT,Türkçe,4,D
2024,TYT,Türkçe,5,B
2024,TYT,Türkçe,6,D
2024,TYT,Türkçe,7,B
2024,TYT,Türkçe,8,C
2024,TYT,Türkçe,9,C
2024,TYT,Türkçe,10,C
2024,TYT,Türkçe,11,E
2024,TYT,Türkçe,12,D
2024,TYT,Türkçe,13,C
2024,TYT,Türkçe,14,B
2024,TYT,Türkçe,15,D
2024,TYT,Türkçe,16,D
2024,TYT,Türkçe,17,A
2024,TYT,Türkçe,18,D
2024,TYT,Türkçe,19,C
2024,TYT,Türkçe,20,C
2024,TYT,Türkçe,21,E
2024,TYT,Türkçe,22,B
2024,TYT,Türkçe,23,E
2024,TYT,Türkçe,24,A
2024,TYT,Türkçe,25,B
2024,TYT,Türkçe,26,B
2024,TYT,Türkçe,27,E
2024,TYT,Türkçe,28,D
2024,TYT,Türkçe,29,C
2024,TYT,Türkçe,30,E
2024,TYT,Türkçe,31,C
2024,TYT,Türkçe,32,A
2024,TYT,Türkçe,33,A
2024,TYT,Türkçe,34,D
2024,TYT,Türkçe,35,E
2024,TYT,Türkçe,36,A
2024,TYT,Türkçe,37,D
2024,TYT,Türkçe,38,E
2024,TYT,Türkçe,39,B
2024,TYT,Türkçe,40,A
